window_center,caused_node,causing_node,fevd_share,method,event_id,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,claim_allowed,claim_level,claim_reason,claim_language,claim_sentence
403200.0,usdt_binance,usdt_binance,0.3218265227615037,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
403200.0,usdt_binance,curve_3pool,0.03897344996340779,tvp_var_rolling,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.
403200.0,curve_3pool,usdc_coinbase,0.752295463153303,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdc_coinbase to curve_3pool.
403200.0,curve_3pool,usdc_binance,0.08620730093141231,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdc_binance to curve_3pool.
403200.0,curve_3pool,usdt_binance,0.0862073009314123,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.
403200.0,curve_3pool,curve_3pool,0.0752899349838303,tvp_var_rolling,usdc_svb_2023,A,A,A,false,true,A_A_directional_microstructure,Both endpoints have Tier A provenance.,directional,We find directional microstructure transmission from curve_3pool to curve_3pool.
489600.0,usdc_coinbase,usdc_coinbase,0.48585581308419656,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_coinbase and usdc_coinbase (Tier B proxy data).
489600.0,usdc_coinbase,usdc_binance,0.2435640870362116,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_binance and usdc_coinbase (Tier B proxy data).
489600.0,usdc_coinbase,usdt_binance,0.2435640870362109,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdc_coinbase (Tier B proxy data).
489600.0,usdc_coinbase,curve_3pool,0.027016012842961866,tvp_var_rolling,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_coinbase.
489600.0,usdc_binance,usdc_coinbase,0.27009705680249085,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_coinbase and usdc_binance (Tier B proxy data).
489600.0,usdc_binance,usdc_binance,0.35216542932433287,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_binance and usdc_binance (Tier B proxy data).
489600.0,usdc_binance,usdt_binance,0.35216542932433226,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdc_binance (Tier B proxy data).
489600.0,usdc_binance,curve_3pool,0.025572084548428596,tvp_var_rolling,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_binance.
489600.0,usdt_binance,usdc_coinbase,0.27009705680249085,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_coinbase and usdt_binance (Tier B proxy data).
489600.0,usdt_binance,usdc_binance,0.3521654293243328,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_binance and usdt_binance (Tier B proxy data).
489600.0,usdt_binance,usdt_binance,0.35216542932433226,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
489600.0,usdt_binance,curve_3pool,0.025572084548428575,tvp_var_rolling,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.
489600.0,curve_3pool,usdc_coinbase,0.40647157059889405,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdc_coinbase to curve_3pool.
489600.0,curve_3pool,usdc_binance,0.26928277534535394,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdc_binance to curve_3pool.
489600.0,curve_3pool,usdt_binance,0.2692827753453539,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.
489600.0,curve_3pool,curve_3pool,0.05496287871037202,tvp_var_rolling,usdc_svb_2023,A,A,A,false,true,A_A_directional_microstructure,Both endpoints have Tier A provenance.,directional,We find directional microstructure transmission from curve_3pool to curve_3pool.
576000.0,usdc_coinbase,usdc_coinbase,0.23512838129505914,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_coinbase and usdc_coinbase (Tier B proxy data).
576000.0,usdc_coinbase,usdc_binance,0.018233967689068303,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_binance and usdc_coinbase (Tier B proxy data).
576000.0,usdc_coinbase,usdt_binance,1.9865270449112133e-16,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdc_coinbase (Tier B proxy data).
576000.0,usdc_coinbase,curve_3pool,0.7466376510158723,tvp_var_rolling,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_coinbase.
576000.0,usdc_binance,usdc_coinbase,0.19957989330734538,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_coinbase and usdc_binance (Tier B proxy data).
576000.0,usdc_binance,usdc_binance,0.049753935610818735,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_binance and usdc_binance (Tier B proxy data).
576000.0,usdc_binance,usdt_binance,3.178907969034499e-16,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdc_binance (Tier B proxy data).
576000.0,usdc_binance,curve_3pool,0.7506661710818354,tvp_var_rolling,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_binance.
576000.0,usdt_binance,usdc_coinbase,0.18060105310305397,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_coinbase and usdt_binance (Tier B proxy data).
576000.0,usdt_binance,usdc_binance,0.07671320853798068,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_binance and usdt_binance (Tier B proxy data).
576000.0,usdt_binance,usdt_binance,4.009530792154971e-16,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
576000.0,usdt_binance,curve_3pool,0.7426857383589649,tvp_var_rolling,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.
576000.0,curve_3pool,usdc_coinbase,0.16250123626411928,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdc_coinbase to curve_3pool.
576000.0,curve_3pool,usdc_binance,0.08152299359578713,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdc_binance to curve_3pool.
576000.0,curve_3pool,usdt_binance,4.214148038965317e-16,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.
576000.0,curve_3pool,curve_3pool,0.755975770140093,tvp_var_rolling,usdc_svb_2023,A,A,A,false,true,A_A_directional_microstructure,Both endpoints have Tier A provenance.,directional,We find directional microstructure transmission from curve_3pool to curve_3pool.
662400.0,usdc_coinbase,usdc_coinbase,0.3097750169718588,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_coinbase and usdc_coinbase (Tier B proxy data).
662400.0,usdc_coinbase,usdc_binance,0.03283431301537648,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_binance and usdc_coinbase (Tier B proxy data).
662400.0,usdc_coinbase,usdt_binance,1.0612440945665409e-16,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdc_coinbase (Tier B proxy data).
662400.0,usdc_coinbase,curve_3pool,0.6573906700127646,tvp_var_rolling,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_coinbase.
662400.0,usdc_binance,usdc_coinbase,0.22796850086841614,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_coinbase and usdc_binance (Tier B proxy data).
662400.0,usdc_binance,usdc_binance,0.07009376722725119,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_binance and usdc_binance (Tier B proxy data).
662400.0,usdc_binance,usdt_binance,1.8585236446638162e-16,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdc_binance (Tier B proxy data).
662400.0,usdc_binance,curve_3pool,0.7019377319043324,tvp_var_rolling,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_binance.
662400.0,usdt_binance,usdc_coinbase,0.19035718244266656,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_coinbase and usdt_binance (Tier B proxy data).
662400.0,usdt_binance,usdc_binance,0.0884815890211963,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_binance and usdt_binance (Tier B proxy data).
662400.0,usdt_binance,usdt_binance,2.2355194630088646e-16,tvp_var_rolling,usdc_svb_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
662400.0,usdt_binance,curve_3pool,0.7211612285361368,tvp_var_rolling,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.
662400.0,curve_3pool,usdc_coinbase,0.16765061708386803,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdc_coinbase to curve_3pool.
662400.0,curve_3pool,usdc_binance,0.08740920904312766,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdc_binance to curve_3pool.
662400.0,curve_3pool,usdt_binance,2.232345475482926e-16,tvp_var_rolling,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.
662400.0,curve_3pool,curve_3pool,0.744940173873004,tvp_var_rolling,usdc_svb_2023,A,A,A,false,true,A_A_directional_microstructure,Both endpoints have Tier A provenance.,directional,We find directional microstructure transmission from curve_3pool to curve_3pool.
