node_i,node_j,peak_lag_steps,peak_corr,p_value,significant_p01,p_value_fdr,significant_fdr,event_id,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,claim_allowed,claim_level,claim_reason,claim_language,claim_sentence,feature_tier,provenance_claim_allowed,statistical_claim_allowed,paper_claim_allowed,claim_strength,method,feature_col,grid_seconds,peak_lag_seconds,p_bonferroni,significant_bonferroni,event_phase,caused_node,causing_node,fevd_share,horizon,te_i_to_j,p_value_block,significant_p05,p_value_block_fdr,significant_block_fdr,fevd_share_mean,fevd_share_max,fevd_share_std,n_windows
usdc_binance,curve_3pool,-55,-0.9844921064662173,1.0,false,1.0,false,busd_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdc_binance to curve_3pool.,B,true,false,false,suggestive,table_leadlag_tests,,,,,,,,,,,,,,,,,,,
usdt_binance,usdc_binance,0,0.9999999999999998,0.0,true,0.0,true,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdc_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_leadlag_tests,,,,,,,,,,,,,,,,,,,
usdt_binance,busd_binance,58,0.8472830463264689,0.0,true,0.0,true,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_leadlag_tests,,,,,,,,,,,,,,,,,,,
usdt_binance,curve_3pool,-55,-0.9844921064662173,1.0,false,1.0,false,busd_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_leadlag_tests,,,,,,,,,,,,,,,,,,,
busd_binance,usdc_binance,-58,0.8472830463264689,0.0,true,0.0,true,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and usdc_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_leadlag_tests,,,,,,,,,,,,,,,,,,,
busd_binance,usdt_binance,-58,0.8472830463264689,0.0,true,0.0,true,busd_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).,B,true,true,true,statistically_supported,table_leadlag_tests,,,,,,,,,,,,,,,,,,,
busd_binance,curve_3pool,-1,0.912212852440009,0.0,true,0.0,true,busd_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from busd_binance to curve_3pool.,B,true,true,true,statistically_supported,table_leadlag_tests,,,,,,,,,,,,,,,,,,,
curve_3pool,usdc_binance,55,-0.9844921064662172,1.0,false,1.0,false,busd_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_binance.,B,true,false,false,suggestive,table_leadlag_tests,,,,,,,,,,,,,,,,,,,
curve_3pool,usdt_binance,55,-0.9844921064662172,1.0,false,1.0,false,busd_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,false,false,suggestive,table_leadlag_tests,,,,,,,,,,,,,,,,,,,
curve_3pool,busd_binance,1,0.912212852440009,0.0,true,0.0,true,busd_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to busd_binance.,B,true,true,true,statistically_supported,table_leadlag_tests,,,,,,,,,,,,,,,,,,,
,,,,,,,,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_coinbase and usdc_coinbase (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,usdc_coinbase,usdc_coinbase,0.04337421591447154,10,,,,,,,,,
,,,,,,,,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_coinbase.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,usdc_coinbase,curve_3pool,0.022193189650191052,10,,,,,,,,,
,,,,,,,,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdc_coinbase (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,usdc_coinbase,usdt_binance,0.9344325944353373,10,,,,,,,,,
,,,,,,,,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdc_coinbase to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,usdc_coinbase,0.08853577450944379,10,,,,,,,,,
,,,,,,,,usdc_svb_2023,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_3pool to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,curve_3pool,0.019480536633755326,10,,,,,,,,,
,,,,,,,,usdc_svb_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,usdt_binance,0.8919836888568007,10,,,,,,,,,
,,,,,,,,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdc_coinbase and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,usdt_binance,usdc_coinbase,0.1266525515972532,10,,,,,,,,,
,,,,,,,,usdc_svb_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,usdt_binance,curve_3pool,0.014898503389427449,10,,,,,,,,,
,,,,,,,,usdc_svb_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,usdt_binance,usdt_binance,0.8584489450133191,10,,,,,,,,,
,,,,,,,,terra_luna_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between ust_binance and ust_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,ust_binance,ust_binance,0.00022286342580816567,10,,,,,,,,,
,,,,,,,,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to ust_binance.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,ust_binance,curve_3pool,0.04031198389314947,10,,,,,,,,,
,,,,,,,,terra_luna_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and ust_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,ust_binance,usdt_binance,0.009108281969365067,10,,,,,,,,,
,,,,,,,,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_ust_wormhole to ust_binance.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,ust_binance,curve_ust_wormhole,0.9503568707116771,10,,,,,,,,,
,,,,,,,,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from ust_binance to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,ust_binance,0.00015717509565513657,10,,,,,,,,,
,,,,,,,,terra_luna_2022,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_3pool to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,curve_3pool,0.026761198081296143,10,,,,,,,,,
,,,,,,,,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,usdt_binance,0.02871358898922543,10,,,,,,,,,
,,,,,,,,terra_luna_2022,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_ust_wormhole to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,curve_ust_wormhole,0.9443680378338231,10,,,,,,,,,
,,,,,,,,terra_luna_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between ust_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,usdt_binance,ust_binance,0.0001334753691920872,10,,,,,,,,,
,,,,,,,,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,usdt_binance,curve_3pool,0.02404431208843534,10,,,,,,,,,
,,,,,,,,terra_luna_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,usdt_binance,usdt_binance,0.04553823488129797,10,,,,,,,,,
,,,,,,,,terra_luna_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_ust_wormhole to usdt_binance.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,usdt_binance,curve_ust_wormhole,0.9302839776610744,10,,,,,,,,,
,,,,,,,,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from ust_binance to curve_ust_wormhole.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_ust_wormhole,ust_binance,0.0001514386771681194,10,,,,,,,,,
,,,,,,,,terra_luna_2022,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_3pool to curve_ust_wormhole.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_ust_wormhole,curve_3pool,0.027234492481810573,10,,,,,,,,,
,,,,,,,,terra_luna_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_ust_wormhole.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_ust_wormhole,usdt_binance,0.05757295012768084,10,,,,,,,,,
,,,,,,,,terra_luna_2022,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_ust_wormhole to curve_ust_wormhole.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_ust_wormhole,curve_ust_wormhole,0.9150411187133402,10,,,,,,,,,
,,,,,,,,usdt_curve_2023,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_crvusd_usdt to curve_crvusd_usdt.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_crvusd_usdt,curve_crvusd_usdt,0.00993432268035821,10,,,,,,,,,
,,,,,,,,usdt_curve_2023,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_3pool to curve_crvusd_usdt.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_crvusd_usdt,curve_3pool,0.03265400764119675,10,,,,,,,,,
,,,,,,,,usdt_curve_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_crvusd_usdt.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_crvusd_usdt,usdt_binance,0.9574116696784449,10,,,,,,,,,
,,,,,,,,usdt_curve_2023,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_crvusd_usdt to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,curve_crvusd_usdt,0.018798421515766425,10,,,,,,,,,
,,,,,,,,usdt_curve_2023,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_3pool to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,curve_3pool,0.09859791071394547,10,,,,,,,,,
,,,,,,,,usdt_curve_2023,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,usdt_binance,0.882603667770288,10,,,,,,,,,
,,,,,,,,usdt_curve_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_crvusd_usdt to usdt_binance.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,usdt_binance,curve_crvusd_usdt,0.026448308919823055,10,,,,,,,,,
,,,,,,,,usdt_curve_2023,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,usdt_binance,curve_3pool,0.13971692716495235,10,,,,,,,,,
,,,,,,,,usdt_curve_2023,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,usdt_binance,usdt_binance,0.8338347639152245,10,,,,,,,,,
,,,,,,,,ftx_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and busd_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,busd_binance,busd_binance,0.001043915815808684,10,,,,,,,,,
,,,,,,,,ftx_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to busd_binance.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,busd_binance,curve_3pool,0.00771624073898611,10,,,,,,,,,
,,,,,,,,ftx_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and busd_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,busd_binance,usdt_binance,0.9912398434452051,10,,,,,,,,,
,,,,,,,,ftx_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from busd_binance to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,busd_binance,0.0007688062032111528,10,,,,,,,,,
,,,,,,,,ftx_2022,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_3pool to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,curve_3pool,0.007441223597643093,10,,,,,,,,,
,,,,,,,,ftx_2022,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,usdt_binance,0.9917899701991455,10,,,,,,,,,
,,,,,,,,ftx_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between busd_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,usdt_binance,busd_binance,0.004955148856959499,10,,,,,,,,,
,,,,,,,,ftx_2022,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,A/B suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,usdt_binance,curve_3pool,0.007569775455269723,10,,,,,,,,,
,,,,,,,,ftx_2022,B,B,B,false,true,B_B_context_only,Both endpoints are Tier B; use contextual language.,B/B context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).,B,true,false,false,descriptive,table_var_spillovers,,,,,,,usdt_binance,usdt_binance,0.9874750756877707,10,,,,,,,,,
,,,,,,,,busd_2023,A,A,A,false,true,A_A_dex_flow,Both endpoints are Tier-A DEX (AMM) nodes.,A/A directional (on-chain AMM flow),We find high-provenance on-chain AMM-flow evidence of stress propagation from curve_3pool to curve_3pool.,B,true,false,false,suggestive,table_var_spillovers,,,,,,,curve_3pool,curve_3pool,0.006887769972215035,10,,,,,,,,,
